Country Name,Year,avg_temperature,Average precipitation in depth (mm per year),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Forest area (% of land area),Renewable energy consumption (% of total final energy consumption),deaths_drought,injured_drought,total_damages_drought,deaths_flood,injured_flood,total_damages_flood,deaths_storm,injured_storm,total_damages_storm,deaths_wildfire,injured_wildfire,total_damages_wildfire,deaths_temperature,injured_temperature,total_damages_temperature
Pakistan,2003,21.23,494.0,0.702938338048544,5.68960279161478,50.1,,,,266.0,476.0,0.0,51.0,57.0,0.0,,,,200.0,0.0,0.0
Pakistan,2004,21.9,494.0,0.767198720269024,5.6354400166044,47.9,,,,5.0,0.0,0.0,,,,,,,,,
Pakistan,2005,21.03,494.0,0.763118545814938,5.58127724159402,48.0,,,,636.0,470.0,30000.0,58.0,0.0,0.0,,,,106.0,200.0,0.0
Pakistan,2006,21.67,494.0,0.808545330660399,5.52711446658364,47.0,,,,400.0,525.0,0.0,,,,,,,84.0,100.0,0.0
Pakistan,2007,21.63,494.0,0.877730305454947,5.47295169157327,44.9,,,,526.0,206.0,327118.0,242.0,0.0,1620000.0,,,,,,
Pakistan,2008,21.49,494.0,0.82505768773704,5.41878891656289,46.6,,,,83.0,12.0,103000.0,,,,,,,,,
Pakistan,2009,22.03,494.0,0.823380768791772,5.36462614155251,46.4,,,,102.0,80.0,0.0,,,,,,,,,
Pakistan,2010,22.09,494.0,0.781107932121358,5.31046336654213,47.4,,,,2113.0,2946.0,9500000.0,23.0,0.0,80000.0,,,,,,
Pakistan,2011,21.7,494.0,0.761781092557542,5.26865919468659,46.8,,,,509.0,755.0,2500000.0,,,,,,,,,
Pakistan,2012,21.15,494.0,0.756405714192846,5.22685502283105,47.2,,,,518.0,2902.0,2500000.0,,,,,,,,,
Pakistan,2013,21.7,494.0,0.761674184204744,5.18505085097551,48.1,,,,268.0,912.0,1500000.0,,,,,,,,,
Pakistan,2014,21.31,494.0,0.789553024116013,5.14324667911997,47.2,,,,255.0,673.0,2000000.0,16.0,82.0,0.0,,,,139.0,0.0,18000.0
Pakistan,2015,21.6,494.0,0.820351031478849,5.10144250726443,45.9,,,,367.0,499.0,1000.0,,,,,,,1229.0,0.0,0.0
Pakistan,2016,22.21,494.0,0.893837153310713,5.01795350767954,43.7,,,,369.0,267.0,2000.0,34.0,191.0,0.0,,,,,,
Pakistan,2017,21.95,494.0,0.955178531852753,4.99418845994188,42.1,,,,180.0,817.0,110000.0,26.0,113.0,0.0,,,,,,
Pakistan,2018,22.24,494.0,0.891393767524322,4.94056143628061,43.4,,,,60.0,0.0,0.0,,,,,,,180.0,0.0,0.0
Pakistan,2019,21.43,494.0,0.862094995565853,4.88693441261934,45.9,77.0,0.0,0.0,206.0,97.0,0.0,39.0,135.0,0.0,,,,,,
Peru,2000,19.39,1738.0,1.08969619184001,58.8264296875,38.6,,,,22.0,0.0,0.0,,,,,,,,,
Peru,2001,19.33,1738.0,0.998950438762287,58.72892734375,41.2,,,,15.0,10.0,0.0,,,,,,,,,
Peru,2002,19.66,1738.0,1.02970450579457,58.631425,40.2,0.0,0.0,0.0,23.0,14.0,0.0,59.0,0.0,0.0,,,,,,
Peru,2003,19.62,1738.0,0.998894508400685,58.53392265625,40.9,,,,22.0,12.0,0.0,,,,,,,339.0,0.0,0.0
Peru,2004,19.72,1738.0,1.1423518222445,58.4364203125,37.8,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,1800000.0,0.0
Peru,2005,19.58,1738.0,1.13289904552051,58.33891796875,38.4,,,,,,,,,,,,,,,
Peru,2006,19.68,1738.0,1.1115963213602,58.241415625,38.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Peru,2007,19.2,1738.0,1.20469884036139,58.14391328125,36.0,,,,17.0,11.0,0.0,,,,,,,67.0,0.0,0.0
Peru,2008,19.36,1738.0,1.35760104245821,58.0464109375,33.7,,,,40.0,12.0,0.0,,,,,,,,,
Peru,2009,19.72,1738.0,1.45239209959881,57.94890859375,32.9,,,,158.0,422.0,0.0,,,,,,,274.0,24262.0,0.0
Peru,2010,19.67,1738.0,1.57606305627456,57.85140625,32.2,,,,20.0,0.0,0.0,,,,,,,409.0,0.0,0.0
Peru,2011,19.46,1738.0,1.67801514096021,57.7177703125,30.6,,,,72.0,107.0,0.0,16.0,0.0,0.0,,,,20.0,0.0,0.0
Peru,2012,19.61,1738.0,1.66202679181706,57.584134375,30.8,,,,14.0,29.0,0.0,,,,,,,252.0,0.0,0.0
Peru,2013,19.29,1738.0,1.68743164135633,57.4504984375,28.4,,,,68.0,387.0,0.0,,,,,,,1.0,0.0,0.0
Peru,2014,19.68,1738.0,1.76795416469733,57.3168625,28.6,,,,41.0,0.0,0.0,,,,,,,505.0,0.0,0.0
Peru,2015,20.2,1738.0,1.80225296806052,57.1832265625,27.4,,,,9.0,55.0,0.0,,,,,,,21.0,0.0,94000.0
Peru,2016,20.13,1738.0,1.86257629389331,57.03928125,27.2,,,,2.0,0.0,2000.0,,,,,,,,,
Peru,2017,19.94,1738.0,1.76238594560569,56.902171875,27.6,,,,200.0,505.0,3200000.0,,,,,,,,,
Peru,2018,19.57,1738.0,1.73484298998946,56.77815625,27.9,,,,,,,,,,,,,,,
Peru,2019,19.88,1738.0,1.7923189290075,56.643125,27.1,,,,61.0,79.0,0.0,,,,0.0,0.0,0.0,,,
Philippines,2000,26.32,2348.0,0.932441190842665,24.5137337760338,33.9,,,,55.0,0.0,4080.0,394.0,355.0,83464.0,,,,,,
Philippines,2001,26.34,2348.0,0.880483904667689,24.3562598517624,32.9,,,,43.0,0.0,8000.0,587.0,480.0,99061.0,,,,,,
Philippines,2002,26.22,2348.0,0.877841281830554,24.198785927491,31.8,0.0,0.0,453.0,90.0,67.0,1842.0,215.0,66.0,13534.0,,,,,,
Philippines,2003,26.07,2348.0,0.882266977931022,24.0413120032196,30.9,,,,0.0,0.0,0.0,95.0,21.0,35302.0,,,,,,
Philippines,2004,26.17,2348.0,0.875840435405474,23.8838380789483,30.2,,,,49.0,0.0,0.0,1861.0,1315.0,138867.0,,,,,,
Philippines,2005,26.27,2348.0,0.896020428658156,23.7263641546769,31.3,,,,5.0,0.0,515.0,34.0,0.0,2000.0,,,,,,
Philippines,2006,26.32,2348.0,0.792682424086449,23.5688902304055,33.3,,,,36.0,0.0,14157.0,1805.0,2659.0,330921.0,,,,,,
Philippines,2007,26.34,2348.0,0.844793242470968,23.4114163061341,32.4,0.0,0.0,0.0,40.0,0.0,6600.0,89.0,24.0,10215.0,,,,,,
Philippines,2008,26.04,2348.0,0.838628467732074,23.2539423818627,33.9,,,,116.0,41.0,39577.0,819.0,946.0,441625.0,,,,,,
Philippines,2009,26.08,2348.0,0.833016101733075,23.0964684575913,34.1,,,,55.0,15.0,29314.0,1242.0,867.0,932703.0,,,,,,
Philippines,2010,26.26,2348.0,0.881750415532953,22.9389945333199,32.7,,,,162.0,22.0,50589.0,212.0,133.0,284420.0,,,,,,
Philippines,2011,26.02,2348.0,0.86071646771526,23.055994902237,33.8,,,,122.0,190.0,202787.0,1782.0,6291.0,527238.0,,,,,,
Philippines,2012,26.36,2348.0,0.893216298210684,23.172995271154,34.1,,,,157.0,16.0,75330.0,2039.0,2724.0,918137.0,,,,,,
Philippines,2013,26.36,2348.0,0.954798181627522,23.2899956400711,33.1,,,,105.0,59.0,2234788.0,7415.0,28858.0,10136563.0,,,,,,
Philippines,2014,26.23,2348.0,1.002138152997,23.4069960089882,32.4,,,,5.0,0.0,0.0,326.0,2269.0,1062899.0,,,,,,
Philippines,2015,26.45,2348.0,1.07452934202078,23.5239963779052,30.8,0.0,0.0,84399.0,53.0,0.0,200.0,148.0,131.0,1881367.0,,,,,,
Philippines,2016,26.8,2348.0,1.13620258650246,23.6410101619881,28.6,,,,45.0,0.0,9320.0,34.0,2.0,170754.0,,,,,,
Philippines,2017,26.35,2348.0,1.25437278109918,23.758023946071,27.8,,,,22.0,0.0,8100.0,200.0,88.0,132776.0,,,,,,
Philippines,2018,26.54,2348.0,1.29093253096756,23.8750041922393,27.6,,,,11.0,0.0,0.0,302.0,254.0,592092.0,,,,,,
Philippines,2019,26.6,2348.0,1.33475495796509,23.9920179763222,26.9,0.0,0.0,0.0,0.0,0.0,0.0,92.0,692.0,538313.0,,,,,,
Sri Lanka,2000,27.07,1712.0,0.594244954686801,34.546643278584,64.2,,,,5.0,0.0,3000.0,5.0,0.0,0.0,,,,,,
Sri Lanka,2001,27.22,1712.0,0.580208671656166,34.4464997608037,62.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Sri Lanka,2002,27.32,1712.0,0.600679035060118,34.3463562430234,62.1,,,,2.0,0.0,0.0,,,,,,,,,
Sri Lanka,2003,27.3,1712.0,0.644427058969589,34.2462127252432,61.3,,,,235.0,0.0,29000.0,,,,,,,,,
Sri Lanka,2004,27.04,1712.0,0.660944896118776,34.1460692074629,61.6,,,,6.0,0.0,0.0,,,,,,,,,
Sri Lanka,2005,27.2,1712.0,0.713678573032634,34.0459256896827,60.1,,,,6.0,0.0,0.0,,,,,,,,,
Sri Lanka,2006,27.16,1712.0,0.648203301318945,33.9457821719024,62.2,,,,25.0,2.0,3000.0,,,,,,,,,
Sri Lanka,2007,27.1,1712.0,0.689148175592636,33.8456386541221,60.2,,,,33.0,0.0,50.0,,,,,,,,,
Sri Lanka,2008,27.03,1712.0,0.644866752647608,33.7454951363419,61.6,,,,48.0,0.0,0.0,9.0,0.0,0.0,,,,,,
Sri Lanka,2009,27.41,1712.0,0.615515140244459,33.6453516185616,63.5,,,,3.0,0.0,0.0,,,,,,,,,
Sri Lanka,2010,27.43,1712.0,0.647384567401384,33.5452081007814,61.9,,,,35.0,10.0,105000.0,,,,,,,,,
Sri Lanka,2011,27.26,1712.0,0.757126167734968,33.625578057726,56.4,,,,65.0,51.0,500000.0,22.0,41.0,0.0,,,,,,
Sri Lanka,2012,27.45,1712.0,0.845222395396236,33.7059480146707,52.9,0.0,0.0,0.0,53.0,21.0,1200.0,0.0,0.0,57000.0,,,,,,
Sri Lanka,2013,27.19,1712.0,0.720699538498907,33.7863179716154,56.9,,,,110.0,15.0,2000.0,7.0,0.0,0.0,,,,,,
Sri Lanka,2014,27.35,1712.0,0.860482240831649,33.86668792856,54.2,0.0,0.0,25000.0,95.0,29.0,2000.0,,,,,,,,,
Sri Lanka,2015,27.32,1712.0,0.939833094897473,34.3951658507424,51.3,,,,10.0,9.0,0.0,,,,,,,,,
Sri Lanka,2016,27.7,1712.0,1.10726106841435,34.3441099962839,45.1,0.0,0.0,20000.0,203.0,0.0,1200000.0,,,,,,,,,
Sri Lanka,2017,27.42,1712.0,1.09112478441244,34.2930541418254,45.8,,,,302.0,154.0,389000.0,27.0,77.0,346000.0,,,,,,
Sri Lanka,2018,27.32,1712.0,1.01430087678819,34.2580499159447,47.9,,,,34.0,0.0,0.0,,,,,,,,,
Sri Lanka,2019,27.65,1712.0,1.09945420354997,34.2067102490331,46.1,0.0,0.0,0.0,30.0,15.0,0.0,,,,,,,,,
Tajikistan,2000,4.21,691.0,0.443057662733592,2.92940840240069,62.4,0.0,0.0,57000.0,,,,,,,,,,,,
Tajikistan,2001,4.45,691.0,0.427897406380177,2.92940840240069,64.1,,,,0.0,0.0,0.0,0.0,0.0,234.0,,,,,,
Tajikistan,2002,4.29,691.0,0.421837052673673,2.92940840240069,64.2,,,,32.0,13.0,2836.0,,,,,,,,,
Tajikistan,2003,3.72,691.0,0.422943347488014,2.92940840240069,64.6,,,,6.0,0.0,20000.0,,,,,,,,,
Tajikistan,2004,4.71,691.0,0.493612664782381,2.92940840240069,61.4,,,,0.0,0.0,12000.0,,,,,,,,,
Tajikistan,2005,4.27,691.0,0.460798414953962,2.92940840240069,63.7,,,,8.0,0.0,50000.0,,,,,,,,,
Tajikistan,2006,4.35,691.0,0.4944339167356,2.92940840240069,61.6,,,,,,,,,,,,,,,
Tajikistan,2007,4.36,691.0,0.562959614715566,2.92940840240069,53.8,,,,22.0,0.0,0.0,,,,,,,,,
Tajikistan,2008,3.9,691.0,0.516542904498431,2.92940840240069,54.6,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,840000.0
Tajikistan,2009,4.2,691.0,0.407183758042143,2.92940840240069,60.6,,,,21.0,0.0,1000.0,,,,,,,,,
Tajikistan,2010,4.73,691.0,0.401312521554425,2.92940840240069,61.8,,,,75.0,300.0,204000.0,,,,,,,,,
Tajikistan,2011,3.93,691.0,0.393902196673774,2.94627036296085,60.0,,,,0.0,0.0,0.0,,,,,,,,,
Tajikistan,2012,3.56,691.0,0.436980695485598,2.96313232352101,55.8,,,,0.0,0.0,760.0,,,,,,,1.0,0.0,0.0
Tajikistan,2013,4.68,691.0,0.437376258469921,2.97999428408117,55.1,,,,,,,,,,,,,0.0,0.0,0.0
Tajikistan,2014,3.62,691.0,0.565909509549048,3.0222068508351,45.9,,,,20.0,38.0,2000.0,,,,,,,,,
Tajikistan,2015,4.61,691.0,0.589043758329631,3.0391238561856,48.1,,,,0.0,0.0,0.0,,,,,,,,,
Tajikistan,2016,4.98,691.0,0.644658005730218,3.0391238561856,43.7,,,,4.0,0.0,0.0,,,,,,,,,
Tajikistan,2017,4.29,691.0,0.763123619708944,3.0391238561856,44.2,,,,0.0,0.0,0.0,,,,,,,,,
Tajikistan,2018,4.5,691.0,0.881455514700076,3.0391238561856,41.6,,,,6.0,0.0,0.0,,,,,,,,,
Tajikistan,2019,4.8,691.0,0.948586805031623,3.0463289862382,40.1,,,,4.0,0.0,0.0,,,,,,,,,
United States,2000,,715.0,21.0126181548683,33.1301735880689,5.4,0.0,0.0,1100000.0,8.0,0.0,286000.0,105.0,351.0,1865600.0,14.0,2.0,2500000.0,35.0,0.0,0.0
United States,2001,,715.0,20.6263138382916,33.1867556145437,4.7,,,,12.0,0.0,33000.0,82.0,251.0,6328800.0,2.0,10.0,0.0,56.0,0.0,0.0
United States,2002,,715.0,19.9111727323552,33.2433376410185,4.8,0.0,0.0,3300000.0,26.0,0.0,1013000.0,190.0,317.0,6275000.0,0.0,11.0,232100.0,14.0,0.0,0.0
United States,2003,,715.0,19.9687524573828,33.2999196674933,5.3,,,,24.0,0.0,123000.0,172.0,421.0,15148400.0,18.0,144.0,3500000.0,,,
United States,2004,,715.0,20.0821970782783,33.3565016939681,5.5,,,,1.0,0.0,505500.0,215.0,57.0,55224770.0,0.0,5.0,0.0,3.0,0.0,0.0
United States,2005,,715.0,19.9254743047446,33.4130837204429,5.8,,,,53.0,8.0,730330.0,1882.0,8.0,158230000.0,5.0,0.0,100000.0,33.0,31.0,0.0
United States,2006,,715.0,19.4054745883831,33.4696657469177,6.4,,,,40.0,10.0,1478500.0,93.0,258.0,4727860.0,5.0,18.0,66000.0,188.0,0.0,0.0
United States,2007,,715.0,19.4964902822967,33.5262477733925,6.3,0.0,0.0,300000.0,80.0,40.0,728000.0,245.0,417.0,5820000.0,8.0,64.0,2815000.0,,,
United States,2008,,715.0,18.709751708786,33.6360635020585,6.8,,,,44.0,148.0,10002000.0,258.0,597.0,45760000.0,1.0,20.0,2102000.0,0.0,0.0,0.0
United States,2009,,715.0,17.1897216706835,33.6927352193296,7.3,,,,11.0,60.0,666000.0,74.0,158.0,10390000.0,2.0,29.0,100000.0,58.0,0.0,1100000.0
United States,2010,,715.0,17.8479554089629,33.7494069366007,7.4,,,,20.0,0.0,0.0,118.0,241.0,9150000.0,,,,,,
United States,2011,,715.0,17.0213053953425,33.7794700582241,8.4,0.0,0.0,8000000.0,17.0,0.0,6600000.0,762.0,3593.0,43450000.0,8.0,5.0,1383000.0,22.0,0.0,0.0
United States,2012,,715.0,16.1863895270629,33.8095331798474,8.5,0.0,0.0,20000000.0,2.0,0.0,174000.0,190.0,437.0,77497000.0,3.0,0.0,800000.0,123.0,0.0,0.0
United States,2013,,715.0,16.4969524063684,33.8395963014708,8.9,,,,31.0,0.0,2277000.0,140.0,985.0,14602000.0,22.0,17.0,708400.0,19.0,0.0,200000.0
United States,2014,,715.0,16.4258340507269,33.8696594230942,9.0,0.0,0.0,2200000.0,2.0,0.0,1690000.0,136.0,51.0,9568000.0,2.0,0.0,100000.0,21.0,0.0,2500000.0
United States,2015,,715.0,15.9508362566966,33.8997225447175,8.9,0.0,0.0,4500000.0,98.0,50.0,3402000.0,218.0,176.0,15720000.0,12.0,8.0,1952000.0,,,
United States,2016,,715.0,15.5053254577246,33.8997225447175,9.3,,,,54.0,0.0,15150000.0,199.0,98.0,28050000.0,16.0,191.0,1500000.0,,,
United States,2017,,715.0,15.1856526843724,33.8669264120375,9.7,0.0,0.0,2500000.0,30.0,70.0,1700000.0,261.0,303.0,171110000.0,45.0,187.0,15200000.0,,,
United States,2018,,715.0,15.578855476991,33.8669264120375,9.9,0.0,0.0,3000000.0,7.0,0.0,775000.0,158.0,18.0,38875000.0,104.0,3.0,22700000.0,,,
United States,2019,,715.0,15.0410554761903,33.8669264120375,10.2,,,,10.0,0.0,10000000.0,139.0,321.0,11325000.0,3.0,14.0,1625000.0,,,
Vietnam,2000,24.49,,,,,,,,496.0,7.0,265000.0,23.0,169.0,26035.0,,,,,,
Vietnam,2001,24.69,,,,,,,,339.0,6.0,88700.0,53.0,89.0,83200.0,,,,,,
Vietnam,2002,24.8,,,,,0.0,0.0,200000.0,147.0,116.0,84100.0,0.0,0.0,100.0,0.0,0.0,0.0,,,
Vietnam,2003,24.85,,,,,,,,128.0,63.0,105000.0,0.0,18.0,0.0,,,,,,
Vietnam,2004,24.61,,,,,,,,96.0,18.0,8000.0,70.0,5.0,30000.0,,,,,,
Vietnam,2005,24.76,,,,,0.0,0.0,42120.0,192.0,3.0,54000.0,116.0,28.0,250250.0,,,,,,
Vietnam,2006,24.91,,,,,,,,178.0,120.0,9000.0,401.0,1890.0,1090000.0,,,,,,
Vietnam,2007,24.67,,,,,,,,230.0,172.0,790000.0,96.0,150.0,191000.0,,,,,,
Vietnam,2008,24.23,,,,,,,,157.0,4.0,483000.0,254.0,159.0,190500.0,,,,,,
Vietnam,2009,24.79,,,,,,,,37.0,0.0,0.0,306.0,1005.0,1065200.0,,,,,,
Vietnam,2010,25.01,,,,,,,,186.0,83.0,660200.0,35.0,20.0,44500.0,,,,,,
Vietnam,2011,24.15,,,,,,,,122.0,14.0,219002.0,16.0,63.0,0.0,,,,,,
Vietnam,2012,24.86,,,,,,,,34.0,40.0,30000.0,38.0,107.0,342800.0,,,,,,
Vietnam,2013,24.67,,,,,,,,141.0,66.0,78500.0,74.0,584.0,1474230.0,,,,,,
Vietnam,2014,24.84,,,,,,,,,,,38.0,0.0,10700.0,,,,,,
Vietnam,2015,25.24,,,,,0.0,0.0,6750000.0,34.0,0.0,204000.0,18.0,0.0,12800.0,,,,,,
Vietnam,2016,25.13,,,,,,,,91.0,50.0,161280.0,71.0,20.0,685157.0,,,,,,
Vietnam,2017,24.81,,,,,,,,137.0,63.0,177655.0,147.0,113.0,2985000.0,,,,,,
Vietnam,2018,24.79,,,,,,,,67.0,18.0,48000.0,67.0,28.0,239200.0,,,,,,
Vietnam,2019,25.33,,,,,0.0,0.0,0.0,55.0,10.0,45000.0,4.0,14.0,4000.0,,,,,,
World,2000,,,4.01431105268727,32.373759569026,17.5262813966932,59.0,0.0,3655165.0,6025.0,1509.0,25803502.0,1354.0,4384.0,12959580.0,47.0,58.0,2558913.0,934.0,1709.0,370159.0
World,2001,,,4.01370329181194,32.3344314178347,17.2141012541802,108.0,0.0,36400.0,5014.0,4768.0,4752612.0,1911.0,92028.0,14545012.0,33.0,10.0,90000.0,1787.0,2311.0,200110.0
World,2002,,,4.01751514643519,32.2953595345931,17.2206557859887,579.0,0.0,7871475.0,4177.0,38895.0,26364511.0,1382.0,3912.0,14749852.0,6.0,715.0,362100.0,3369.0,3786.0,0.0
World,2003,,,4.15489517681896,32.2539212599977,17.067470633117,9.0,0.0,691000.0,3910.0,153150.0,20865648.0,1049.0,9889.0,21362690.0,47.0,298.0,6095000.0,74698.0,200.0,12520000.0
World,2004,,,4.28638947772331,32.1772151348171,16.7834791518651,80.0,0.0,2991275.0,6982.0,15877.0,10383038.0,6547.0,18803.0,84227635.0,14.0,105.0,3000.0,255.0,1800413.0,0.0
World,2005,,,4.39248261566189,32.1369399989646,16.6370993331808,149.0,0.0,462120.0,5754.0,1921.0,17939670.0,5251.0,6907.0,184793461.0,45.0,157.0,3850000.0,2627.0,12700.0,1400000.0
World,2006,,,4.48182385476563,32.0985781567973,16.7290772224366,134.0,0.0,3135573.0,5843.0,2199.0,7805942.0,4329.0,14248.0,17702835.0,13.0,218.0,839000.0,3749.0,300.0,0.0
World,2007,,,4.59171360897313,32.0594407969041,16.5374660334277,0.0,0.0,706000.0,8607.0,6650.0,24586067.0,6035.0,57003.0,29558736.0,148.0,182.0,4597454.0,1086.0,3164.0,0.0
World,2008,,,4.56376544213623,32.0242370807185,16.6569817886533,8.0,0.0,234000.0,4007.0,973.0,19619144.0,140985.0,23460.0,60728103.0,86.0,68.0,2532000.0,1740.0,702.0,21940000.0
World,2009,,,4.45764153516031,31.9854288136139,17.0654993607187,0.0,0.0,3628700.0,3627.0,2003.0,8003878.0,3287.0,10454.0,26134655.0,190.0,529.0,1515000.0,1434.0,27041.0,1162000.0
World,2010,,,4.67626876251348,31.9456325774178,16.7414815095897,20000.0,0.0,3884700.0,8356.0,10519.0,49137575.0,1564.0,2692.0,28124083.0,166.0,1021.0,2070000.0,57088.0,11.0,400000.0
World,2011,,,4.76575658042257,31.911541080106,16.6987205578704,0.0,0.0,8142000.0,6163.0,2345.0,70759047.0,3103.0,12306.0,50872148.0,10.0,5.0,3137000.0,435.0,22472.0,781123.0
World,2012,,,4.77830675432608,31.4712089390986,16.8962150785112,0.0,0.0,25481200.0,3544.0,8918.0,25794538.0,3105.0,6771.0,85736579.0,21.0,422.0,1000000.0,1883.0,5657.0,152801.0
World,2013,,,4.81500029122133,31.4370965108556,17.1692464159295,0.0,0.0,1587000.0,9819.0,6591.0,54810566.0,8598.0,36812.0,52602364.0,35.0,17.0,1074400.0,1772.0,55325.0,1400000.0
World,2014,,,4.7809346364807,31.4027044198949,17.3299951573821,0.0,0.0,11107000.0,3536.0,5009.0,36458242.0,1432.0,8025.0,40220072.0,16.0,500.0,259000.0,1168.0,18500.0,2518000.0
World,2015,,,4.6985544656489,31.3672852185744,17.4035082673572,35.0,0.0,21917299.0,3479.0,23228.0,21086300.0,1288.0,7149.0,34465128.0,78.0,1181.0,3439820.0,7425.0,14933.0,94000.0
World,2016,,,4.65381087302809,31.3398157847626,17.6281084915531,0.0,0.0,3554000.0,4397.0,8762.0,56878850.0,1761.0,3629.0,45811171.0,40.0,528.0,6287000.0,490.0,1120.0,1727000.0
World,2017,,,4.6751667531539,31.2888985608941,17.8541835016377,0.0,0.0,6122000.0,3337.0,2125.0,20339155.0,2560.0,3360.0,272938976.0,178.0,572.0,16922000.0,359.0,539.0,0.0
World,2018,,,4.74304009319394,31.2515001256163,18.1052270747944,0.0,0.0,9353669.0,2881.0,2394.0,19714152.0,1707.0,2434.0,72833745.0,221.0,682.0,22802000.0,715.0,49000.0,0.0
World,2019,,,4.70786516510003,31.2123964792576,18.5751641385934,85.0,32.0,135000.0,5161.0,3780.0,36828100.0,2514.0,11697.0,57637098.0,116.0,2292.0,3731000.0,2909.0,28922.0,0.0
